Prison Name,Latitude,Longitude,Size
Tri Cities Work Release,46.209882,-119.10925,29
Tri-Co Detention Justice Center - G.W.I. Corp.,37.267768,-89.171157,6
Tri-County Community Corrections,47.76902,-96.627942,139
Tri-County Regional Jail,40.081862,-83.553714,152
Trinity County Jail,40.743845,-122.942423,31
Trinity County Sheriff's Office,31.055779,-95.126517,2
Trinity House,44.819466,-91.503323,14
Trinity River Conservation Camp,40.802068,-122.795998,102
Troup County Correctional Institution,32.980238,-85.006919,795
Trousdale County Jail,36.390913,-86.165291,26
Troy City Jail,31.808195,-85.969743,2
Troy House CCC,36.006841,-78.894898,17
Trumbull Correctional Institution,41.23095,-80.886116,1351
Trumbull County Jail,41.239123,-80.818873,278
Trussville City Jail,33.6215,-86.600549,22
Tucker Unit,34.43611,-91.886947,787
Tucker Unit,34.459978,-91.876232,109
Tucson FCI,32.090136,-110.856267,573
Tucson USP,32.082982,-110.867141,924
Tucson- Camp,32.093195,-110.874425,104
Tulare County Jail,36.450843,-119.309557,1101
Tulare County Sheriff,36.328713,-119.317402,220
Tulsa County Jail,36.157109,-95.999303,1595
Tundra Center- Cornell,60.797511,-161.77239,80
Tunica County Jail,34.697525,-90.383601,47
Tuolumne County Jail,37.984686,-120.385109,132
Turbeville Correctional Institute,33.885383,-80.059751,1390
Turley Correctional Center,36.246084,-95.990299,139
Turner County Jail,31.685858,-83.63377,37
Turner Pre-Release Center,31.678408,-83.640495,212
Turney Center Industrial Program,35.831936,-87.687861,1229
Turning Point Visalia,36.314721,-119.292761,28
Turtle Creek Center,39.442361,-84.296357,181
Tuscaloosa County Jail,33.198246,-87.567209,615
Tuscarawas County Jail,40.458754,-81.410153,104
Tuscola County Jail,43.489836,-83.39124,74
Tutwiler Prison for Women,32.565857,-86.193812,711
Twin Falls County Jail,42.55905,-114.466997,236
Twin Towers Correctional Facility,34.058606,-118.230564,3292
Two Rivers Correctional Institute,45.922823,-119.249696,1743
Tygart Valley Regional Jail,38.949244,-79.969044,344
Tyger River Correctional Institute,34.709678,-81.833624,1294
Tyler County Jail,30.783775,-94.415712,72
Tyrrell Prison Farm,35.959895,-76.21521,626
Uinta County Jail,41.269052,-110.919861,43
Uintah County Jail,40.456471,-109.525341,98
Ulster Correctional Facility,41.732707,-74.352023,721
Ulster County Sheriff,41.912443,-74.018722,10
Umatilla County Jail,45.673181,-118.845985,15
Unalaska City Jail,53.892794,-166.53362,1
Unicoi County Jail,36.145451,-82.4159,48
Union City Community Center,35.399085,-97.928227,226
Union Correctional Institution,30.06562,-82.194134,1899
Union County Criminal Justice Facility,33.208716,-92.63455,186
Union County Jail,30.023503,-82.338553,19
Union County Jail,34.49091,-89.010972,98
Union County Jail,34.872821,-83.938661,57
Union County Jail,34.979361,-80.463891,239
Union County Jail,36.25011,-83.798456,71
Union County Jail,37.684047,-87.918496,43
Union County Jail,39.63491,-84.927362,18
Union County Jail,40.663063,-74.217092,866
Union County Jail,42.685916,-96.682713,13
Union Parish Detention Center,32.767458,-92.414733,340
United States Disciplinary Barracks at Fort Leavenworth,39.380679,-94.906639,442
United States Penitentiary at Leavenworth and camp,39.330989,-94.935673,2039
Unlisted,19.550942,-155.28712,478
Unlisted,19.721288,-155.113582,262
Unlisted,19.73083,-155.09113,5
Unlisted,21.289126,-157.839318,72
Unlisted,21.316982,-157.869971,103
Unlisted,21.325399,-157.917405,704
Unlisted,21.356779,-157.96312,27
Unlisted,21.390953,-158.001849,5
Unlisted,21.392749,-157.999694,6
Unlisted,21.405965,-157.745496,12
Unlisted,21.44052,-157.94627,275
Unlisted,22.2029,-159.354632,1
Unlisted,24.569573,-81.732748,3
Unlisted,24.661889,-81.36362,28
Unlisted,24.73092,-81.019037,14
Unlisted,24.975862,-80.554739,5
Unlisted,24.981213,-80.551866,32
Unlisted,25.370848,-80.478874,56
Unlisted,25.478763,-80.453097,4
Unlisted,25.664482,-80.316803,4
Unlisted,25.769168,-80.213696,1
Unlisted,25.798769,-80.212251,32
Unlisted,25.892966,-80.277346,151
Unlisted,25.934046,-80.199054,3
Unlisted,26.156031,-97.338017,808
Unlisted,26.194681,-80.153335,202
Unlisted,26.228801,-80.13322,58
Unlisted,26.294563,-97.921147,783
Unlisted,26.306258,-98.132951,37
Unlisted,26.4227,-81.440941,12
Unlisted,26.437968,-81.456395,22
Unlisted,26.502918,-81.925901,20
Unlisted,26.723926,-80.666498,118
Unlisted,26.747398,-80.234525,6
Unlisted,26.752912,-80.927073,9
Unlisted,26.773411,-81.458235,4
Unlisted,26.816009,-80.108594,6
Unlisted,26.84029,-80.634744,136
Unlisted,27.202931,-81.858836,8
Unlisted,27.20433,-81.741967,677
Unlisted,27.218688,-81.322072,5
Unlisted,27.220354,-81.861732,12
Unlisted,27.229115,-81.856469,8
Unlisted,27.285624,-81.922586,4
Unlisted,27.379644,-99.482935,1370
Unlisted,27.394064,-80.335864,133
Unlisted,27.424235,-82.538245,120
Unlisted,27.441987,-80.326421,8
Unlisted,27.482294,-82.580468,2
Unlisted,27.521657,-82.569322,18
Unlisted,27.752753,-82.64721,73
Unlisted,27.773334,-97.436239,289
Unlisted,27.779691,-97.470411,373
Unlisted,27.795873,-97.401346,47
Unlisted,27.804475,-97.400627,103
Unlisted,27.825673,-82.726444,104
Unlisted,27.896216,-82.72989,10
Unlisted,27.987509,-82.744973,2
Unlisted,28.039803,-99.330958,995
Unlisted,28.043547,-97.505015,58
Unlisted,28.057892,-81.789686,49
Unlisted,28.135752,-82.315915,4
Unlisted,28.312812,-81.403088,31
Unlisted,28.373596,-97.693675,16
Unlisted,28.444136,-99.240974,8
Unlisted,28.458082,-82.556504,3
Unlisted,28.508382,-82.571144,1
Unlisted,28.700632,-96.215999,1
Unlisted,28.717085,-100.460188,252
Unlisted,28.864721,-100.540573,627
Unlisted,28.887244,-99.091416,381
Unlisted,28.894372,-99.119482,1519
Unlisted,28.964602,-95.372778,3
Unlisted,29.035967,-82.205155,2
Unlisted,29.14517,-95.643118,52
Unlisted,29.146281,-80.965857,28
Unlisted,29.28942,-100.407026,307
Unlisted,29.31277,-94.776139,172
Unlisted,29.357693,-98.456028,88
Unlisted,29.381408,-98.652752,5
Unlisted,29.393335,-82.437541,15
Unlisted,29.426269,-94.981766,417
Unlisted,29.433962,-98.48985,26
Unlisted,29.437458,-98.466311,24
Unlisted,29.448608,-98.49243,28
Unlisted,29.450934,-98.495036,19
Unlisted,29.453368,-98.512884,6
Unlisted,29.460263,-95.05274,20
Unlisted,29.474442,-89.69633,18
Unlisted,29.51602,-98.485848,4
Unlisted,29.523556,-97.445158,59
Unlisted,29.557812,-95.288724,7
Unlisted,29.561122,-81.194242,138
Unlisted,29.574565,-95.753427,997
Unlisted,29.589022,-95.779483,419
Unlisted,29.650359,-82.299774,3
Unlisted,29.665339,-95.238721,4
Unlisted,29.679618,-95.573709,154
Unlisted,29.687646,-95.423005,5
Unlisted,29.692871,-95.194362,27
Unlisted,29.702757,-95.468596,3
Unlisted,29.760554,-95.984715,105
Unlisted,29.770376,-94.684941,129
Unlisted,29.778655,-99.026159,72
Unlisted,29.785744,-95.962422,1
Unlisted,29.789175,-95.578066,13
Unlisted,29.791163,-91.499755,58
Unlisted,29.830028,-97.69198,4
Unlisted,29.831769,-95.406739,116
Unlisted,29.838638,-95.320532,8
Unlisted,29.84758,-95.320382,12
Unlisted,29.858289,-89.982144,8
Unlisted,29.914305,-98.222658,33
Unlisted,29.949341,-90.103801,4
Unlisted,29.954508,-90.079748,105
Unlisted,29.961235,-90.097343,310
Unlisted,29.961948,-90.022052,8
Unlisted,29.964508,-90.088948,99
Unlisted,29.971346,-90.105141,9
Unlisted,29.991863,-82.367694,917
Unlisted,30.002512,-82.350085,423
Unlisted,30.050785,-99.133523,14
Unlisted,30.100749,-94.112866,175
Unlisted,30.124604,-96.384254,56
Unlisted,30.126268,-96.383542,59
Unlisted,30.127038,-96.383052,77
Unlisted,30.127895,-96.383738,65
Unlisted,30.129552,-83.601656,7
Unlisted,30.162503,-96.947653,38
Unlisted,30.213919,-85.672915,67
Unlisted,30.215475,-82.349402,3
Unlisted,30.217603,-93.166535,119
Unlisted,30.276045,-97.75559,4
Unlisted,30.278676,-84.203582,18
Unlisted,30.283254,-97.744607,1
Unlisted,30.308766,-97.707627,26
Unlisted,30.311645,-97.681227,9
Unlisted,30.318927,-97.669624,4
Unlisted,30.34422,-89.182258,159
Unlisted,30.398363,-89.063808,85
Unlisted,30.410867,-88.827087,5
Unlisted,30.42887,-95.473652,56
Unlisted,30.436867,-89.064723,811
Unlisted,30.438813,-95.333179,9
Unlisted,30.599134,-84.58806,5
Unlisted,30.600943,-87.340155,177
Unlisted,30.639128,-97.679531,1047
Unlisted,30.707595,-84.840456,132
Unlisted,30.722592,-97.434871,100
Unlisted,30.746439,-98.238899,824
Unlisted,30.747454,-99.231528,3
Unlisted,30.774734,-81.619666,19
Unlisted,30.83294,-91.225248,203
Unlisted,30.865978,-93.736323,35
Unlisted,31.056028,-95.129458,2
Unlisted,31.096233,-97.371363,66
Unlisted,31.138347,-84.145996,46
Unlisted,31.169382,-94.823259,583
Unlisted,31.199569,-98.762116,575
Unlisted,31.222335,-96.76043,7
Unlisted,31.233338,-84.193891,136
Unlisted,31.251062,-89.80448,1
Unlisted,31.253888,-82.408161,29
Unlisted,31.297185,-92.500211,10
Unlisted,31.297358,-96.880874,590
Unlisted,31.313338,-85.719803,9
Unlisted,31.346117,-109.515641,276
Unlisted,31.355669,-110.923604,49
Unlisted,31.470345,-97.736816,491
Unlisted,31.47067,-97.740879,440
Unlisted,31.472916,-97.730069,298
Unlisted,31.473324,-97.740948,66
Unlisted,31.473884,-97.72269,276
Unlisted,31.486422,-97.728007,591
Unlisted,31.549843,-97.08306,851
Unlisted,31.554319,-97.126088,42
Unlisted,31.608525,-97.092219,4
Unlisted,31.61214,-100.648295,31
Unlisted,31.672824,-96.47349,442
Unlisted,31.754931,-106.408331,138
Unlisted,31.767227,-106.413405,9
Unlisted,31.795213,-106.366538,41
Unlisted,31.795557,-106.369865,958
Unlisted,31.80823,-95.149119,138
Unlisted,31.853656,-94.700283,118
Unlisted,31.857656,-102.356874,29
Unlisted,31.864473,-102.334113,8
Unlisted,31.873819,-89.731839,1
Unlisted,31.917334,-111.884688,133
Unlisted,31.943382,-87.226754,38
Unlisted,31.975711,-102.106057,76
Unlisted,32.006544,-81.974591,1604
Unlisted,32.007252,-97.14308,114
Unlisted,32.014289,-97.130719,25
Unlisted,32.055376,-82.138867,872
Unlisted,32.060144,-106.302432,1077
Unlisted,32.08604,-82.117439,1478
Unlisted,32.172332,-94.798858,2046
Unlisted,32.173217,-110.826492,2
Unlisted,32.207631,-110.821899,5
Unlisted,32.234712,-101.512527,68
Unlisted,32.243186,-90.403443,915
Unlisted,32.259385,-101.500221,382
Unlisted,32.261227,-94.983338,68
Unlisted,32.293516,-88.267811,2
Unlisted,32.296876,-90.182854,113
Unlisted,32.322214,-110.979816,3
Unlisted,32.367396,-95.369005,63
Unlisted,32.379433,-88.735643,15
Unlisted,32.426131,-95.21331,14
Unlisted,32.437094,-88.683918,19
Unlisted,32.446659,-94.847201,39
Unlisted,32.495064,-84.87924,5
Unlisted,32.501112,-93.675157,2
Unlisted,32.52852,-92.626533,24
Unlisted,32.528562,-94.87585,54
Unlisted,32.531419,-94.324505,56
Unlisted,32.545033,-96.296429,255
Unlisted,32.558117,-97.118447,196
Unlisted,32.585627,-89.458487,177
Unlisted,32.597355,-83.662304,15
Unlisted,32.598477,-96.693961,351
Unlisted,32.610775,-117.024614,5
Unlisted,32.639298,-117.081187,10
Unlisted,32.648821,-97.225509,1
Unlisted,32.702199,-117.147762,43
Unlisted,32.702922,-103.13558,13
Unlisted,32.715016,-117.141381,9
Unlisted,32.720739,-97.150725,7
Unlisted,32.726732,-97.286407,84
Unlisted,32.75581,-97.336568,1496
Unlisted,32.760968,-97.34274,219
Unlisted,32.771089,-96.767158,2
Unlisted,32.77778,-96.815085,1
Unlisted,32.777983,-96.806187,14
Unlisted,32.79991,-117.166489,32
Unlisted,32.839614,-97.117869,5
Unlisted,32.843101,-106.079541,2
Unlisted,32.844907,-104.405409,1
Unlisted,32.874218,-117.22173,21
Unlisted,32.900354,-96.56804,1
Unlisted,32.90682,-97.544628,127
Unlisted,32.909464,-79.976921,160
Unlisted,32.915414,-96.70798,5
Unlisted,32.939188,-95.279666,182
Unlisted,33.004144,-93.460815,203
Unlisted,33.029471,-112.076276,8
Unlisted,33.039328,-111.378044,55
Unlisted,33.041265,-97.043535,11
Unlisted,33.042847,-97.022545,20
Unlisted,33.071969,-111.766549,92
Unlisted,33.085481,-97.05095,1
Unlisted,33.100506,-117.062478,5
Unlisted,33.140441,-104.543402,285
Unlisted,33.140847,-96.111558,10
Unlisted,33.197097,-102.268205,50
Unlisted,33.215108,-97.124896,17
Unlisted,33.24998,-117.316671,16
Unlisted,33.290749,-86.812883,2
Unlisted,33.293759,-82.20879,1
Unlisted,33.307213,-117.331037,12
Unlisted,33.310121,-117.237998,2
Unlisted,33.333034,-111.853765,2
Unlisted,33.343317,-118.327018,1
Unlisted,33.347678,-86.793222,32
Unlisted,33.368375,-82.043576,209
Unlisted,33.396296,-111.717019,3
Unlisted,33.411717,-91.063912,18
Unlisted,33.414338,-110.720501,267
Unlisted,33.416781,-94.105953,100
Unlisted,33.416917,-111.846445,5
Unlisted,33.417265,-111.801838,5
Unlisted,33.420695,-111.818993,7
Unlisted,33.420728,-94.042749,52
Unlisted,33.429983,-111.846102,3
Unlisted,33.431372,-117.61873,23
Unlisted,33.443577,-92.17065,53
Unlisted,33.447621,-111.685828,3
Unlisted,33.451296,-90.659889,65
Unlisted,33.451597,-90.65798,68
Unlisted,33.454324,-82.508327,134
Unlisted,33.459501,-112.02966,25
Unlisted,33.464359,-88.815838,35
Unlisted,33.464697,-81.950616,202
Unlisted,33.467769,-112.027545,7
Unlisted,33.473785,-117.070915,5
Unlisted,33.478967,-112.026403,5
Unlisted,33.490624,-117.728594,4
Unlisted,33.499798,-111.95645,1
Unlisted,33.532813,-101.84589,10
Unlisted,33.542085,-112.359306,2
Unlisted,33.549584,-83.813949,3
Unlisted,33.554946,-84.522855,7
Unlisted,33.577536,-96.177381,346
Unlisted,33.580928,-101.811319,61
Unlisted,33.588177,-79.877327,1162
Unlisted,33.595021,-98.624418,10
Unlisted,33.595584,-102.322036,5
Unlisted,33.605773,-111.867138,2
Unlisted,33.614539,-111.929037,2
Unlisted,33.619016,-117.436228,4
Unlisted,33.62584,-101.87948,14
Unlisted,33.627719,-112.09076,6
Unlisted,33.651346,-95.558196,148
Unlisted,33.656398,-117.369541,134
Unlisted,33.661789,-79.830154,72
Unlisted,33.68032,-117.365013,145
Unlisted,33.685299,-87.832298,10
Unlisted,33.704334,-84.383053,4
Unlisted,33.734651,-118.280913,1
Unlisted,33.738293,-118.284606,4
Unlisted,33.748449,-84.724101,5
Unlisted,33.752783,-118.093969,13
Unlisted,33.76393,-117.843106,6
Unlisted,33.76826,-118.195428,92
Unlisted,33.770021,-117.951135,7
Unlisted,33.773728,-117.289351,3
Unlisted,33.774142,-84.38238,24
Unlisted,33.775222,-84.201358,3
Unlisted,33.778083,-118.164936,14
Unlisted,33.785679,-117.808691,3
Unlisted,33.786402,-117.836817,5
Unlisted,33.787096,-117.825225,5
Unlisted,33.793682,-118.221988,54
Unlisted,33.79803,-118.214889,3
Unlisted,33.802282,-118.123767,4
Unlisted,33.806466,-118.258858,13
Unlisted,33.814576,-86.80841,4
Unlisted,33.832993,-87.270858,22
Unlisted,33.833642,-117.930261,17
Unlisted,33.852548,-84.590172,3
Unlisted,33.868701,-118.083537,86
Unlisted,33.880729,-118.123036,7
Unlisted,33.882029,-98.435244,318
Unlisted,33.883807,-118.344958,6
Unlisted,33.885434,-117.231418,6
Unlisted,33.892484,-94.826972,4
Unlisted,33.910334,-118.355264,4
Unlisted,33.914476,-118.069416,16
Unlisted,33.918905,-117.460514,59
Unlisted,33.928742,-118.227755,1833
Unlisted,33.930157,-118.066199,45
Unlisted,33.931401,-117.25702,8
Unlisted,33.945,-118.346076,67
Unlisted,33.945724,-118.347908,43
Unlisted,33.956049,-117.237503,4
Unlisted,33.966304,-112.729916,83
Unlisted,33.976815,-118.288157,20
Unlisted,33.979278,-118.217581,7
Unlisted,33.984505,-88.48913,6
Unlisted,33.992267,-117.373413,3
Unlisted,34.003108,-117.403154,23
Unlisted,34.011648,-118.480432,2
Unlisted,34.012527,-81.033979,150
Unlisted,34.016132,-118.279332,135
Unlisted,34.019594,-118.115121,2
Unlisted,34.019862,-117.754414,2
Unlisted,34.028877,-94.737699,1
Unlisted,34.035963,-94.340882,4
Unlisted,34.037389,-118.633261,6
Unlisted,34.044649,-118.238857,5
Unlisted,34.049326,-118.217206,4
Unlisted,34.052237,-118.24139,122
Unlisted,34.054148,-117.752193,15
Unlisted,34.057525,-118.320748,8
Unlisted,34.058708,-118.183521,11
Unlisted,34.061122,-118.126505,3
Unlisted,34.071884,-81.112499,319
Unlisted,34.084185,-118.865275,90
Unlisted,34.091411,-117.735042,124
Unlisted,34.092682,-118.127207,27
Unlisted,34.09871,-118.310344,63
Unlisted,34.104595,-118.327447,61
Unlisted,34.121327,-84.38767,4
Unlisted,34.125389,-114.30739,38
Unlisted,34.154354,-118.007101,15
Unlisted,34.165478,-98.002101,13
Unlisted,34.184763,-118.625388,4
Unlisted,34.191923,-118.45489,10
Unlisted,34.195518,-118.876029,4
Unlisted,34.198371,-119.18392,3
Unlisted,34.198375,-119.184678,18
Unlisted,34.203913,-84.140369,4
Unlisted,34.211057,-118.429841,94
Unlisted,34.212384,-77.873205,15
Unlisted,34.216112,-119.043705,13
Unlisted,34.216795,-118.467146,52
Unlisted,34.216805,-118.566106,4
Unlisted,34.226379,-86.861693,59
Unlisted,34.227317,-118.56121,3
Unlisted,34.229991,-118.372116,6
Unlisted,34.231614,-111.327171,12
Unlisted,34.253268,-118.737721,3
Unlisted,34.260825,-88.70401,10
Unlisted,34.266267,-118.491991,9
Unlisted,34.268015,-86.210765,64
Unlisted,34.295767,-79.926269,45
Unlisted,34.309273,-118.431779,41
Unlisted,34.309503,-118.437767,104
Unlisted,34.360559,-86.292233,14
Unlisted,34.405324,-93.088897,29
Unlisted,34.408383,-118.123597,84
Unlisted,34.414773,-119.856218,30
Unlisted,34.41672,-119.717202,11
Unlisted,34.464661,-118.593612,1707
Unlisted,34.466837,-118.602919,1341
Unlisted,34.507891,-87.728151,10
Unlisted,34.539876,-114.352152,16
Unlisted,34.56618,-118.08035,4
Unlisted,34.570101,-85.571873,4
Unlisted,34.576174,-118.14225,1
Unlisted,34.60266,-83.360295,2
Unlisted,34.633011,-99.333573,111
Unlisted,34.637792,-120.452908,5
Unlisted,34.639709,-118.244114,4
Unlisted,34.672241,-120.064812,4
Unlisted,34.678845,-118.08218,2
Unlisted,34.682833,-118.175014,2
Unlisted,34.684571,-118.127767,4
Unlisted,34.685692,-118.135708,14
Unlisted,34.692126,-97.208742,139
Unlisted,34.692259,-76.862696,2
Unlisted,34.699012,-118.234712,1113
Unlisted,34.700095,-118.137877,8
Unlisted,34.700423,-118.223533,4562
Unlisted,34.719487,-112.01741,6
Unlisted,34.729472,-120.519608,8
Unlisted,34.732302,-112.018393,10
Unlisted,34.733887,-83.101389,4
Unlisted,34.737947,-97.222638,1
Unlisted,34.75682,-81.637788,80
Unlisted,34.776407,-117.286356,10
Unlisted,34.782306,-77.275794,5
Unlisted,34.852191,-78.986088,100
Unlisted,34.870626,-110.155065,290
Unlisted,34.872933,-99.505235,28
Unlisted,34.881549,-120.449959,27
Unlisted,34.900644,-92.154381,2
Unlisted,34.950911,-81.936979,101
Unlisted,34.96122,-120.406454,4
Unlisted,34.969959,-81.200018,325
Unlisted,35.006379,-80.943374,1
Unlisted,35.016896,-106.887859,2681
Unlisted,35.043276,-85.295895,54
Unlisted,35.065723,-108.566242,9
Unlisted,35.067119,-108.880677,18
Unlisted,35.07232,-92.436982,123
Unlisted,35.08742,-96.443677,1320
Unlisted,35.106769,-106.646143,59
Unlisted,35.110102,-106.61781,55
Unlisted,35.111453,-101.874205,317
Unlisted,35.120264,-106.632983,141
Unlisted,35.121431,-106.647872,10
Unlisted,35.133257,-90.02207,32
Unlisted,35.14266,-93.916268,4
Unlisted,35.154115,-92.742811,1
Unlisted,35.154166,-80.74337,22
Unlisted,35.159443,-89.980014,5
Unlisted,35.174272,-111.652704,1
Unlisted,35.183226,-114.066853,120
Unlisted,35.183957,-111.655623,4
Unlisted,35.187269,-114.044816,6
Unlisted,35.206089,-80.754763,1
Unlisted,35.206514,-101.832733,87
Unlisted,35.220213,-80.833646,87
Unlisted,35.226016,-89.805164,28
Unlisted,35.227989,-101.658136,284
Unlisted,35.253696,-80.877871,3
Unlisted,35.303549,-119.025711,6
Unlisted,35.315659,-80.843981,551
Unlisted,35.335859,-96.135489,1
Unlisted,35.353486,-119.024475,30
Unlisted,35.373805,-105.45198,13
Unlisted,35.385075,-118.97244,74
Unlisted,35.43667,-97.434948,2
Unlisted,35.440051,-95.994076,8
Unlisted,35.459538,-77.607518,1023
Unlisted,35.495813,-97.519963,10
Unlisted,35.506034,-119.110538,42
Unlisted,35.51783,-113.423496,32
Unlisted,35.525555,-98.712646,6
Unlisted,35.562302,-105.226317,101
Unlisted,35.57194,-106.031597,393
Unlisted,35.610863,-82.375762,164
Unlisted,35.645749,-87.02507,12
Unlisted,35.65459,-97.480642,4
Unlisted,35.6555,-97.534569,118
Unlisted,35.659148,-105.90961,15
Unlisted,35.672338,-101.389267,2
Unlisted,35.680314,-81.681577,1535
Unlisted,35.704139,-97.630294,3
Unlisted,35.733151,-77.915689,9
Unlisted,35.744269,-96.069308,1
Unlisted,35.817382,-88.929746,17
Unlisted,35.834089,-96.394382,2
Unlisted,35.844515,-80.83357,50
Unlisted,35.880742,-78.740735,9
Unlisted,35.899587,-78.221808,2
Unlisted,35.904583,-83.934726,11
Unlisted,35.909255,-86.873206,9
Unlisted,35.968209,-76.908788,955
Unlisted,35.995171,-97.220813,43
Unlisted,35.996577,-83.587001,4
Unlisted,36.018598,-119.013142,3
Unlisted,36.023635,-78.909498,2
Unlisted,36.063784,-94.157266,99
Unlisted,36.068997,-95.976941,88
Unlisted,36.074979,-79.097552,158
Unlisted,36.11038,-80.212112,5
Unlisted,36.11194,-115.060906,9
Unlisted,36.166268,-115.138941,127
Unlisted,36.166799,-115.102256,904
Unlisted,36.175208,-81.136323,20
Unlisted,36.182174,-86.861272,86
Unlisted,36.183458,-86.731432,6
Unlisted,36.220695,-115.986375,20
Unlisted,36.237822,-115.05127,1
Unlisted,36.261856,-119.903787,20
Unlisted,36.360597,-105.581745,2
Unlisted,36.372063,-118.850709,5
Unlisted,36.385718,-104.626375,216
Unlisted,36.4342,-99.389996,4
Unlisted,36.546451,-82.555672,63
Unlisted,36.584629,-82.225725,1
Unlisted,36.596779,-114.481326,3
Unlisted,36.641397,-93.217669,2
Unlisted,36.655433,-88.99306,73
Unlisted,36.671376,-121.651504,54
Unlisted,36.6734,-119.079089,76
Unlisted,36.677461,-97.309203,1
Unlisted,36.691888,-76.937091,2
Unlisted,36.701414,-83.020917,1486
Unlisted,36.703206,-97.091228,110
Unlisted,36.711538,-84.178636,234
Unlisted,36.732329,-119.840187,31
Unlisted,36.740815,-108.21433,46
Unlisted,36.742511,-88.624159,31
Unlisted,36.755185,-91.871293,2
Unlisted,36.758355,-119.833554,6
Unlisted,36.773438,-119.84226,47
Unlisted,36.78836,-108.681293,36
Unlisted,36.798988,-118.193779,58
Unlisted,36.867298,-87.488085,54
Unlisted,36.9538,-107.000344,55
Unlisted,36.984852,-120.06144,8
Unlisted,37.068861,-97.044635,2
Unlisted,37.073035,-122.08523,1
Unlisted,37.110838,-113.593021,24
Unlisted,37.21305,-108.729605,24
Unlisted,37.238158,-121.900851,3
Unlisted,37.275202,-107.88562,51
Unlisted,37.278735,-97.391126,108
Unlisted,37.294652,-104.292568,479
Unlisted,37.301092,-83.216247,163
Unlisted,37.319267,-121.891887,4
Unlisted,37.338883,-121.877611,4
Unlisted,37.358157,-121.901938,10
Unlisted,37.360183,-121.982759,13
Unlisted,37.388171,-122.013928,2
Unlisted,37.390737,-118.554903,111
Unlisted,37.415242,-122.428065,13
Unlisted,37.447199,-105.870996,159
Unlisted,37.454085,-77.670225,3
Unlisted,37.477631,-122.157173,10
Unlisted,37.479619,-77.53604,5
Unlisted,37.49511,-120.005717,37
Unlisted,37.512498,-94.863215,13
Unlisted,37.547184,-95.822297,42
Unlisted,37.598786,-83.710999,185
Unlisted,37.600808,-77.435637,19
Unlisted,37.636946,-97.323924,3
Unlisted,37.66081,-97.350396,142
Unlisted,37.665927,-97.230236,2
Unlisted,37.667603,-122.448869,3
Unlisted,37.673804,-120.9742,9
Unlisted,37.694163,-97.331044,131
Unlisted,37.717988,-122.402338,10
Unlisted,37.7256,-84.296251,74
Unlisted,37.771627,-122.437992,15
Unlisted,37.774185,-112.403102,8
Unlisted,37.784297,-122.234245,47
Unlisted,37.784834,-122.418678,51
Unlisted,37.789892,-122.414644,88
Unlisted,37.792071,-96.843914,112
Unlisted,37.826397,-122.273228,3
Unlisted,37.866699,-122.249156,15
Unlisted,37.869835,-122.282678,106
Unlisted,37.926293,-121.27559,6
Unlisted,37.972304,-121.251656,5
Unlisted,37.979616,-121.264289,88
Unlisted,37.992061,-121.864916,2
Unlisted,38.021431,-121.316815,6
Unlisted,38.02485,-97.941025,6
Unlisted,38.038078,-84.513284,30
Unlisted,38.041703,-93.703082,8
Unlisted,38.078667,-103.140557,459
Unlisted,38.099791,-122.564064,2
Unlisted,38.12844,-84.900538,53
Unlisted,38.134276,-105.460828,150
Unlisted,38.13877,-122.248846,4
Unlisted,38.168943,-92.829069,4
Unlisted,38.183484,-85.79542,141
Unlisted,38.226691,-85.742493,39
Unlisted,38.233243,-84.580907,3
Unlisted,38.249883,-85.788943,5
Unlisted,38.25693,-119.228455,16
Unlisted,38.257653,-85.772363,88
Unlisted,38.282878,-104.600572,93
Unlisted,38.331426,-82.95031,155
Unlisted,38.346432,-98.224015,47
Unlisted,38.356511,-75.787334,122
Unlisted,38.365559,-78.27712,3
Unlisted,38.376466,-81.783226,47
Unlisted,38.382676,-122.945888,16
Unlisted,38.400649,-121.438243,6
Unlisted,38.409072,-120.633062,62
Unlisted,38.411061,-75.578417,511
Unlisted,38.412043,-122.903181,1
Unlisted,38.425622,-81.79094,7
Unlisted,38.433952,-122.720209,3
Unlisted,38.445817,-105.180448,176
Unlisted,38.46449,-91.810552,116
Unlisted,38.464597,-90.869217,12
Unlisted,38.464823,-78.890258,37
Unlisted,38.471884,-122.232433,10
Unlisted,38.569762,-109.54103,11
Unlisted,38.571216,-121.485972,24
Unlisted,38.57421,-76.078437,3
Unlisted,38.598868,-121.493062,86
Unlisted,38.610211,-90.152307,19
Unlisted,38.686925,-85.768537,8
Unlisted,38.757338,-121.295095,3
Unlisted,38.782456,-104.774809,204
Unlisted,38.787858,-90.290465,4
Unlisted,38.810049,-76.883177,1
Unlisted,38.811068,-76.946617,5
Unlisted,38.833801,-104.798838,1
Unlisted,38.835935,-94.901632,256
Unlisted,38.85526,-76.971776,275
Unlisted,38.866564,-76.78925,2
Unlisted,38.883374,-76.974746,3134
Unlisted,38.886963,-90.175123,14
Unlisted,38.888592,-104.820957,68
Unlisted,38.898136,-99.329528,35
Unlisted,38.899321,-76.984407,51
Unlisted,38.904564,-77.009971,54
Unlisted,38.906722,-76.983477,1
Unlisted,38.908318,-77.031119,76
Unlisted,38.939161,-77.02184,7
Unlisted,38.943725,-105.152285,79
Unlisted,38.947116,-92.318758,8
Unlisted,38.965726,-94.737098,2
